budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
7400000,"Drama, Romance",14395,hi,3.25,"Dharma Productions, Yash Raj Films",2006-08-11,17000000,193,Released,A Love.... That Broke All Relationships,Kabhi Alvida Naa Kehna,6.1,42
3000000,"Drama, History, Romance",28005,en,3.94,"Mirabai Films, NDF International",1996-09-11,4109095,117,Released,,Kama Sutra - A Tale of Love,5.7,35
0,"Adventure, Comedy, Crime",10628,en,10.29,"Castle Rock Entertainment, Jerry Bruckheimer Films, Warner Bros.",2003-01-17,0,89,Released,He stole the money... And he's not giving it back.,Kangaroo Jack,4.3,203
18000000,"Crime, Drama, Music, Thriller",22479,en,5.38,"CiBy 2000, Fine Line Features, Sandcastle 5 Productions",1996-08-16,0,116,Released,"Kansas City, 1934. Anything could happen here. One night it did.",Kansas City,6.1,12
0,"Comedy, Family",357441,en,0.06,Unknown,2015-07-31,0,0,Released,,Karachi se Lahore,8.0,1
0,"Comedy, Fantasy, Romance, Science Fiction",11232,en,11.94,"Konrad Pictures, Miramax Films",2001-12-25,0,118,Released,If they lived in the same century they'd be perfect for each other.,Kate & Leopold,6.0,418
12000000,"Documentary, Music",101267,en,8.41,"Imagine Entertainment, Insurge Pictures, MTV Films, Paramount Pictures",2012-06-28,32726956,93,Released,Be yourself and you can be anything,Katy Perry: Part of Me,6.5,85
15000000,"Action, Comedy",342521,en,18.27,New Line Cinema,2016-04-21,20566327,94,Released,"Kitten, please.",Keanu,6.0,421
0,Comedy,21014,en,3.56,Unknown,2006-05-12,0,90,Released,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,Keeping Up with the Steins,5.2,18
30000000,Comedy,4967,en,8.09,"Spyglass Entertainment, Touchstone Pictures, Triple Threat Talent",2000-04-14,37036004,127,Released,"If you have to believe in something, you may as well believe in love.",Keeping the Faith,5.9,159
0,"Comedy, Documentary",74510,en,5.5,"Codeblack Entertainment, Comedy Central Films, Hartbeat Productions",2011-09-09,0,89,Released,Alright! Alright! Alright!,Kevin Hart: Laugh at My Pain,7.7,43
0,"Comedy, Documentary",181330,en,9.8,Hartbeat Productions,2013-07-03,32230907,74,Released,Witness the rise of a legend,Kevin Hart: Let Me Explain,7.1,95
0,"Action, Comedy",147767,en,0.11,Unknown,2012-12-07,126,139,Released,,Khiladi 786,4.7,11
20000000,"Adventure, Animation, Family",172391,en,6.46,Triggerfish Animation,2013-07-18,27187375,85,Released,"Half a zebra, a whole lot of adventure!",Khumba,5.8,72
28000000,"Action, Crime",23483,en,45.05,"Lionsgate, Marv Films",2010-03-22,96188903,117,Released,Shut up. Kick ass.,Kick-Ass,7.1,4645
28000000,"Action, Adventure, Crime",59859,en,40.29,"Marv Films, Universal Pictures",2013-07-17,60700000,103,Released,You Can't Fight Your Destiny.,Kick-Ass 2,6.3,2224
17000000,"Action, Drama",308529,en,6.53,"Headmon Entertainment & Productions, Radar Pictures",2016-07-14,0,90,Released,,Kickboxer: Vengeance,4.5,99
45000000,"Comedy, Family, Romance",9981,en,8.99,Universal Pictures,2005-05-13,56070433,95,Released,One man could lead this team to glory. . . That man was busy,Kicking & Screaming,5.6,176
0,Adventure,385736,en,3.47,"Animal Kingdom, Bow and Arrow Entertainment, Bystorm Films",2016-09-09,0,80,Released,They aren't just shoes,Kicks,7.5,18
1500000,"Crime, Drama",9344,en,13.29,Miramax Films,1995-07-28,7412216,91,Released,,Kids,6.8,279
30000000,"Action, Crime",24,en,79.75,"A Band Apart, Miramax Films, Super Cool ManChu",2003-10-10,180949000,111,Released,Go for the kill.,Kill Bill: Vol. 1,7.7,4949
30000000,"Action, Crime, Thriller",393,en,50.62,"A Band Apart, Miramax Films, Super Cool ManChu",2004-04-16,152159461,136,Released,The bride is back for the final cut.,Kill Bill: Vol. 2,7.6,3948
500000,"Crime, Horror, Thriller",74725,en,12.2,"Rook Films, Warp X",2011-09-02,171760,95,Released,,Kill List,6.0,210
5000000,"Crime, Drama, Mystery, Thriller",245916,en,21.34,"Bluegrass Films, The Combine",2014-10-09,2450846,112,Released,Can you keep a national secret?,Kill the Messenger,6.6,355
66000000,"Action, Adventure, Thriller",49021,en,29.5,"Ambience Entertainment, Current Entertainment, Film Victoria, International Traders, Omnilab Media, Open Road Films, Palomar Pictures (II), Sighvatsson Films, Wales Creative IP Fund",2011-09-23,57777106,116,Released,May the best man live.,Killer Elite,6.1,695
10000000,"Crime, Drama, Thriller",73567,en,16.44,"ANA Media, Picture Perfect (I), Voltage pictures, Worldview Entertainment",2011-09-10,3665069,102,Released,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,Killer Joe,6.5,425
75000000,"Action, Comedy, Romance, Thriller",37821,en,23.0,"Aversano Films, Katalyst Films, Lionsgate",2010-06-04,98159963,100,Released,Perfect wife. Perfect target.,Killers,5.7,772
15000000,"Crime, Thriller",64689,en,24.61,"1984 Private Defense Contractors, Annapurna Pictures, Chockstone Pictures, Inferno Entertainment, Plan B Entertainment",2012-09-20,37930465,97,Released,In America you're on your own.,Killing Them Softly,5.8,742
1500000,"Action, Crime, Drama, Thriller",507,en,5.82,Live Entertainment,1993-10-01,418961,96,Released,,Killing Zoe,6.1,111
15000000,Comedy,951,en,5.41,"Imagine Entertainment, Universal Pictures",1990-12-21,201957688,111,Released,"Go ahead, you tell him you didn't do your homework.",Kindergarten Cop,5.8,628
207000000,"Action, Adventure, Drama",254,en,61.23,"Big Primate Pictures, MFPV Film, Universal Pictures, WingNut Films",2005-12-14,550000000,187,Released,The eighth wonder of the world.,King Kong,6.6,2337
0,"Comedy, Crime",27360,en,5.08,Unknown,2005-04-22,0,95,Released,,King's Ransom,5.1,14
130000000,"Action, Adventure, Drama, History, War",1495,en,44.49,"BK, Calle Cruzada, Dune Films, Inside Track 3, KOH, Kanzaman, Reino del Cielo, Scott Free Productions, Studio Babelsberg, Twentieth Century Fox Film Corporation",2005-05-03,211643158,144,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.6,1157
500000,"Horror, Science Fiction",30315,en,2.54,Arachnid Productions Ltd.,1977-08-24,17000000,97,Released,"A Living, Crawling, Hell on Earth!",Kingdom of the Spiders,5.7,30
27000000,Comedy,11543,en,17.33,"Metro-Goldwyn-Mayer (MGM), Motion Picture Corporation of America",1996-07-04,25023434,113,Released,You wouldn't want to meet these pinheads in an alley.,Kingpin,6.7,244
0,Drama,11184,en,6.8,"American Zoetrope, Fox Searchlight Pictures, Myriad Pictures, N1 European Film Produktions GmbH & Co. KG, Pretty Pictures, Qwerty Films",2004-09-04,0,118,Released,Let's talk about sex,Kinsey,6.6,131
15000000,"Action, Comedy, Crime, Mystery",5236,en,32.69,"Silver Pictures, Warner Bros.",2005-09-05,15785148,103,Released,SeX. MurdEr. MyStery. Welcome to the party.,Kiss Kiss Bang Bang,7.2,886
40000000,"Action, Crime, Drama, Thriller",6071,en,6.91,Twentieth Century Fox Film Corporation,1995-04-21,0,101,Released,,Kiss of Death,5.7,81
25000000,"Action, Crime, Thriller",2140,en,16.94,"Canal+, Current Entertainment, EuropaCorp, Immortal Entertainment, Quality Growth International Ltd., Twentieth Century Fox Film Corporation",2001-07-06,64437847,98,Released,Kiss Fear Goodbye,Kiss of the Dragon,6.4,298
0,"Comedy, Drama, Romance",19844,en,1.65,Unknown,2007-01-01,0,100,Released,,Kiss the Bride,4.2,11
27000000,"Crime, Drama, Mystery, Thriller",9437,en,18.91,"Paramount Pictures, Rysher Entertainment",1997-10-03,60527873,115,Released,Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,6.2,345
1000000,Comedy,15647,en,3.99,"Brad Zions Films, Cineric, Eden Wurmfeld Films, Fox Searchlight Pictures, Michael Alden Productions",2001-04-21,10013424,97,Released,"When it comes to love, sometimes she just can't think straight.",Kissing Jessica Stein,5.9,48
0,"Comedy, Drama, Family",8359,en,6.27,"American Girl Brands, Front Street Films, Goldsmith-Thomas Productions, HBO Films, New Line Cinema, Picturehouse, Red Om Films",2008-07-02,0,101,Released,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Kit Kittredge: An American Girl,6.4,34
0,"Action, Drama, Romance",37737,en,4.81,Bollywood Hollywood Production,2010-05-21,0,131,Released,,Kites,6.0,40
117000000,"Action, Comedy",37834,en,44.91,"Dune Entertainment, Pink Machine, Regency Enterprises, Tree Line Films, Twentieth Century Fox Film Corporation",2010-06-15,261930431,109,Released,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,1547
33000000,"Action, Adventure, Thriller",37498,en,2.71,"Film Workshop, Knock Films A.V.V., MDP Worldwide, TriStar Pictures, Val D'Oro Entertainment",1998-09-04,0,91,Released,There is no substitute.,Knock Off,4.7,64
15000000,"Crime, Thriller",7501,en,8.11,Lawrence Bender Productions,2001-09-07,12000000,92,Released,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,5.9,97
30000000,"Comedy, Drama, Romance",4964,en,22.53,"Apatow Productions, Universal Pictures",2007-06-01,219076518,129,Released,Save the due date.,Knocked Up,6.2,1214
50000000,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",13811,en,32.69,"Escape Artists, Goldcrest Pictures, Kaplan/Perrone Entertainment, Mystery Clock Cinema, Summit Entertainment, Wintergreen Productions",2009-03-19,155446362,121,Released,Knowing is everything...,Knowing,5.9,1486
15000000,"Comedy, Fantasy, Horror",287903,en,31.57,"Legendary Pictures, Universal Pictures",2015-11-26,61548707,98,Released,You don't want to be on his list.,Krampus,5.9,584
0,"Action, Science Fiction",32740,hi,3.76,Unknown,2006-06-23,0,154,Released,,Krrish,5.5,46
27000000,"Action, Adventure, Fantasy",849,en,9.9,"Barclays Mercantile Industrial Finance, Columbia Pictures Corporation",1983-07-29,16519460,117,Released,A world light-years beyond your imagination.,Krull,5.8,129
3000000,"Drama, Music, Romance",29463,en,0.72,"Crystalite Productions, Film Development Fund, Visual Eyes Productions, Warner Bros.",1985-10-25,0,97,Released,It's chillin'!,Krush Groove,7.0,11
28000000,Drama,9746,en,7.04,Touchstone Pictures,1997-12-25,5684789,134,Released,,Kundun,6.8,91
20000000,"Action, Comedy, Crime, Fantasy",9470,cn,13.66,Columbia Pictures,2004-02-10,100914445,99,Released,So many gangsters...so little time.,Kung Fu Hustle,7.2,831
25000000,"Action, Crime, Thriller",290864,cn,6.9,"Beijing Silver Moon Productions, Emperor Motion Pictures, Heart & Soul Production",2014-10-31,0,100,Released,Kung Fu is a Skill for Killing,Kung Fu Jungle,6.5,114
130000000,"Adventure, Animation, Comedy, Family",9502,en,84.69,DreamWorks Animation,2008-06-04,631744560,90,Released,Prepare for awesomeness.,Kung Fu Panda,6.9,3145
150000000,"Animation, Family",49444,en,51.25,DreamWorks Animation,2011-05-25,665692281,91,Released,Prepare for the Year of Awesomeness!,Kung Fu Panda 2,6.7,1880
145000000,"Action, Adventure, Animation, Comedy, Family",140300,en,56.75,"China Film Co., DreamWorks Animation, Oriental DreamWorks, Twentieth Century Fox Film Corporation",2016-01-23,521170825,95,Released,Grab destiny by the rice dumplings.,Kung Fu Panda 3,6.7,1603
0,"Action, Comedy",11891,en,8.29,"O Entertainment, Twentieth Century Fox Film Corporation",2002-01-25,0,81,Released,,Kung Pow: Enter the Fist,6.1,159
930000,Comedy,91070,en,5.97,"Dot Dot Dot Productions, Stardust Pictures",2011-06-18,30905,100,Released,A comedy that's a real mother.,L!fe Happens,5.3,66
35000000,"Crime, Drama, Mystery, Thriller",2118,en,24.86,"Regency Enterprises, Warner Bros., Wolper Organization",1997-09-19,126216940,138,Released,Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,7.7,1310
700000,Drama,18734,en,7.73,Unknown,2001-01-20,1667192,97,Released,"On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell.",L.I.E.,6.7,31
11000000,"Comedy, Drama, Romance",80271,en,31.76,"Double Feature Films, Lol Productions, Mandate Pictures, PIC Agency",2012-02-10,0,97,Released,"You can change your status, but not your heart.",LOL,5.9,881
6500000,"Drama, Music",16620,en,6.85,"Columbia Pictures Corporation, New Visions Pictures",1987-07-24,54215416,108,Released,Born into poverty. Destined for stardom. He lived the American dream.,La Bamba,6.8,116
18000000,Drama,130150,en,17.68,"Indian Paintbrush, Mr. Mudd Production, Right of Way Films",2013-12-27,20275812,111,Released,,Labor Day,6.7,299
60000000,"Action, Drama, Thriller",11128,en,11.0,"Beacon Communications, Beacon Pictures, Casey Silver Productions, Fantail Films Inc., Touchstone Pictures",2004-10-01,74541707,115,Released,Their greatest challenge lies in rescuing one of their own,Ladder 49,6.2,207
0,"Horror, Thriller",49365,en,1.44,New Sky Communications Inc.,1988-04-22,0,112,Released,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",Lady in White,6.3,25
75000000,"Drama, Fantasy, Mystery, Thriller",9697,en,20.22,"Blinding Edge Pictures, Legendary Pictures, Warner Bros.",2006-07-21,42285169,110,Released,Time is running out for a happy ending.,Lady in the Water,5.3,409
20000000,"Adventure, Drama, Fantasy, Romance",526,en,14.37,"Twentieth Century Fox Film Corporation, Warner Bros.",1985-03-27,18432000,121,Released,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,6.8,260
0,"Comedy, Drama, Romance",21461,en,2.44,Unknown,2006-01-01,0,144,Released,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,44
0,"Horror, Thriller",27374,en,4.65,Mungo Productions,2008-06-17,0,84,Released,If you've never seen a ghost... Look closer.,Lake Mungo,6.1,90
27000000,"Action, Comedy, Horror, Science Fiction, Thriller",9825,en,11.68,"Fox 2000 Pictures, Phoenix Pictures, Rocking Chair Productions",1999-07-15,56870414,82,Released,You'll never know what bit you.,Lake Placid,5.5,247
0,Documentary,44260,en,0.48,Unknown,2006-09-09,25,152,Released,Exploring the Issue that Divides the World,Lake of Fire,8.0,10
20000000,"Crime, Drama, Thriller",13279,en,20.5,"Overbrook Entertainment, Screen Gems",2008-09-19,27640028,110,Released,What Could Be Safer Than Living Next to a Cop?,Lakeview Terrace,5.9,292
15000000,Horror,11683,en,15.26,"Atmosphere Entertainment MM, Exception Wild Bunch, Romero-Grunwald Productions, Universal Pictures",2005-06-24,46770602,93,Released,The dead shall inherit the Earth.,Land of the Dead,6.0,381
100000000,"Adventure, Comedy, Science Fiction",18162,en,19.39,"Mosaic Media Group, Relativity Media, Sid & Marty Krofft Pictures, Universal Pictures",2009-06-05,68688831,102,Released,Right place. Wrong time.,Land of the Lost,5.3,381
95000000,"Action, Adventure, Fantasy, Thriller",1996,en,56.81,"British Broadcasting Corporation (BBC), Eidos Interactive, Lawrence Gordon Productions, Mutual Film Company, October Pictures, Paramount Pictures, Toho-Towa",2003-07-21,156505388,117,Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
115000000,"Action, Adventure, Fantasy, Thriller",1995,en,41.5,"British Broadcasting Corporation (BBC), Eidos Interactive, Lawrence Gordon Productions, Marubeni, Mutual Film Company, Paramount Pictures, Toho-Towa",2001-06-11,274703340,100,Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,Lara Croft: Tomb Raider,5.7,2192
30000000,"Comedy, Drama, Romance",59861,en,20.36,"Playtone Productions, Universal Pictures, Vendome Pictures",2011-06-30,36160375,98,Released,Rediscover life and love,Larry Crowne,5.7,359
0,Comedy,15639,en,2.18,Parallel Pictures,2006-03-24,0,89,Released,,Larry the Cable Guy: Health Inspector,3.3,17
12000000,"Comedy, Drama, Romance",6615,en,15.82,"Lars Productions, Metro-Goldwyn-Mayer (MGM), Sidney Kimmel Entertainment",2007-10-12,11293663,106,Released,The search for true love begins outside the box.,Lars and the Real Girl,7.1,509
85000000,"Action, Adventure, Comedy, Family, Fantasy",9593,en,32.04,"Columbia Pictures Corporation, Oak Productions",1993-06-18,137298489,130,Released,This isn't the movies anymore.,Last Action Hero,6.1,712
45000000,"Adventure, Comedy, Drama",17379,en,6.16,Paramount Pictures,2006-01-13,38399961,112,Released,She always thought she was somebody special... and she was.,Last Holiday,6.4,119
0,"Comedy, Drama",294600,en,0.36,Unknown,2013-01-01,0,98,Released,,Last I Heard,6.0,1
0,"Comedy, Drama",14778,en,3.6,"Future Films, MBP (Germany), Scala Productions, winchester films",2001-09-10,0,109,Released,,Last Orders,6.0,22
28000000,Comedy,137093,en,28.04,"CBS Films, Gidden Media, Good Universe, Laurence Mark Productions, Outlaw Sinema",2013-10-31,134402450,105,Released,It's going to be legendary,Last Vegas,6.4,799
850000,"Comedy, Drama, Romance",15708,en,5.42,TLA Releasing,2003-07-10,819939,107,Released,Aaron prays. Christian plays... Opposites attract.,Latter Days,6.7,56
53000000,"Crime, Drama, Thriller",22803,en,49.59,"Evil Twins, Film Department, The, Warp Films",2009-10-15,126690726,109,Released,The System Must Pay.,Law Abiding Citizen,7.2,1486
15000000,"Adventure, Drama, History, War",947,en,41.29,Horizon Pictures (II),1962-12-10,69995385,216,Released,,Lawrence of Arabia,7.8,851
28000000,"Action, Comedy, Romance, Thriller",11141,en,6.2,"Deep River Productions, Initial Entertainment Group (IEG), Irish Dreamtime, New Line Cinema",2004-04-04,30016165,90,Released,Love always has the last word.,Laws of Attraction,5.6,104
6500000,"Crime, Drama, Thriller",4836,en,24.0,"Marv Films, Sony Pictures Classics",2004-09-30,11850214,105,Released,,Layer Cake,7.0,559
3850000,"Comedy, Drama",73532,fr,10.79,Unknown,2011-05-17,0,93,Released,,Le Havre,6.8,97
19000000,"Comedy, Romance",25195,en,21.96,"BenderSpink, Birnbaum / Barber Productions, Octagon Films, Spyglass Entertainment, Universal Pictures",2010-01-08,29922472,100,Released,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,6.4,465
58000000,"Comedy, Drama, Romance",4942,en,7.74,"Casey Silver Productions, Outlaw Productions (I), Smokehouse Pictures, Universal Pictures",2008-03-24,41299492,114,Released,"If Love Is a Game, Who'll Make the First Pass?",Leatherheads,5.7,130
3600000,"Drama, Romance",451,en,22.03,"Intial Productions, United Artists",1995-10-27,49800000,112,Released,I Love You... The Way You Are.,Leaving Las Vegas,7.1,360
16000000,"Action, Science Fiction, Thriller",218043,en,33.45,Stoney Lake Entertainment,2014-10-03,19682924,110,Released,The End Begins,Left Behind,3.7,392
0,"Comedy, Crime, Drama, Romance, Thriller",9930,en,7.52,"Mirage Enterprises, Northern Lights Entertainment, Universal Pictures",1986-06-18,0,116,Released,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,Legal Eagles,5.8,51
18000000,Comedy,8835,en,25.44,"Marc Platt Productions, Metro-Goldwyn-Mayer (MGM)",2001-07-13,141774679,96,Released,Don't judge a book by its hair color!,Legally Blonde,6.1,882
45000000,Comedy,10327,en,4.34,"Marc Platt Productions, Metro-Goldwyn-Mayer (MGM), Type A Films",2003-07-02,124914842,95,Released,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",5.1,377
25000000,"Crime, Thriller",276907,en,32.85,"Anton Capital Entertainment (ACE), Cross Creek Pictures, Working Title Films",2015-09-09,42972994,131,Released,"Love, fight, live, rule like a legend.",Legend,6.7,973
19000000,"Action, Adventure, Animation, Comedy, Family",173931,zh,0.74,Unknown,2011-01-01,2570000,89,Released,From zero to hero.,Legend of a Rabbit,3.0,3
80000000,"Adventure, Animation, Family, Fantasy",41216,en,37.32,"Animal Logic, Cruel and Unusual Films, Village Roadshow Pictures, Warner Bros.",2010-07-10,140073390,97,Released,On his way to finding a legend...he will become one.,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
70000000,"Animation, Family, Music",59981,en,6.68,"Prana Animation Studios, Summertime Entertainment",2013-06-13,18662027,88,Released,There's trouble in OZ...,Legends of Oz: Dorothy's Return,5.9,43
30000000,"Adventure, Drama, Romance, War",4476,en,26.95,"Bedford Falls Productions, Pangaea, TriStar Pictures",1994-12-16,160638883,133,Released,After the Fall from Innocence the Legend begins.,Legends of the Fall,7.2,619
26000000,Horror,22894,en,30.98,Bold Films,2010-01-21,67918658,100,Released,"When the last angel falls, the fight for mankind begins.",Legion,5.2,629
61000000,"Drama, Music, Romance",82695,en,48.36,"CAMERON MACKINTOSH, Relativity Media, Universal Pictures, Working Title Films",2012-12-18,441809770,157,Released,Fight. Dream. Hope. Love.,Les Misérables,7.1,1884
0,"Comedy, Horror",18238,en,6.63,AV Pictures,2009-03-16,0,86,Released,"After Twilight, The Real Party Starts.",Lesbian Vampire Killers,5.3,124
20000000,"Drama, Horror, Mystery",41402,en,19.71,"EFTI, Exclusive Media Group, Hammer Film Productions, Overture Films",2010-10-01,24145613,116,Released,Innocence dies. Abby doesn't.,Let Me In,6.7,641
17000000,Comedy,193893,en,70.67,"Genre Films, Twentieth Century Fox Film Corporation, WideAwake",2014-08-13,136621271,104,Released,Fake Cops. Real Trouble.,Let's Be Cops,6.4,1219
4000000,"Comedy, Crime",9809,en,4.6,Universal Pictures,2006-11-17,4630045,84,Released,Welcome to the slammer,Let's Go to Prison,5.5,69
5000000,Comedy,300706,en,8.5,Lost Rhino Films,2014-12-23,0,81,Released,Real Friends Do the Dirty Work.,Let's Kill Ward's Wife,5.5,76
35000000,"Action, Adventure, Comedy, Crime, Thriller",943,en,36.17,"Silver Pictures, Warner Bros.",1992-05-15,321731527,118,Released,The magic is back again!,Lethal Weapon 3,6.4,811
140000000,"Action, Adventure, Comedy, Crime, Thriller",944,en,24.86,"Donner/Shuler-Donner Productions, Silver Pictures, Warner Bros.",1998-07-10,285444603,127,Released,The faces you love. The action you expect.,Lethal Weapon 4,6.3,767
19000000,"Action, Adventure, Drama, War",1251,en,24.47,"Amblin Entertainment, DreamWorks SKG, Malpaso Productions, Warner Bros.",2006-12-19,68673228,141,Released,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Letters from Iwo Jima,7.2,541
0,"Action, Drama, Family, Thriller",35691,en,3.64,Mercy Creek Entretainment,2010-04-09,0,110,Released,,Letters to God,6.5,37
30000000,"Comedy, Drama, Romance",37056,en,16.52,"Applehead Pictures, Summit Entertainment",2010-05-14,0,105,Released,What if you had a second chance to find true love?,Letters to Juliet,6.6,796
45000000,Comedy,1624,en,26.72,"Imagine Entertainment, Universal Pictures",1997-03-21,181000000,86,Released,Trust me.,Liar Liar,6.4,1424
32000000,"Action, Adventure, Thriller",709,en,28.22,Eon Productions,1989-07-07,156167015,133,Released,His bad side is a dangerous place to be.,Licence to Kill,5.9,541
35000000,Comedy,2959,en,14.5,"Phoenix Pictures, Proposal Productions, Robert Simonds Productions, Underground, Village Roadshow Pictures, Warner Bros.",2007-07-04,69307224,91,Released,First came love... then came Reverend Frank.,License to Wed,5.2,253
0,"Drama, Mystery, Thriller",69640,en,0.48,Unknown,2010-10-03,0,88,Released,,Lies in Plain Sight,4.5,4
4500000,"Comedy, Drama",39800,en,3.11,Werc Werk Works,2009-10-10,744816,97,Released,,Life During Wartime,6.3,30
18000000,Drama,11457,en,5.71,New Line Cinema,2001-10-25,0,125,Released,"Seen from a distance, it's perfect.",Life as a House,7.2,120
120000000,"Action, Adventure, Drama",87827,en,51.33,"Big Screen Productions, Dune Entertainment, Fox 2000 Pictures, Haishang Films, Ingenious Film Partners, Ingenious Media",2012-11-20,609016565,127,Released,Believe The Unbelievable,Life of Pi,7.2,5797
40000000,"Comedy, Drama, Romance",16643,en,8.98,"Atchity Entertainment International (AEI), Davis Entertainment, Epsilon Motion Pictures, Monarchy Enterprises S.a.r.l., New Regency Pictures, Regency Enterprises",2002-04-26,16872671,103,Released,,Life or Something Like It,5.7,124
25000000,"Fantasy, Horror, Science Fiction, Thriller",11954,en,12.18,"Easedram, Golan-Globus, TriStar Pictures",1985-06-20,0,116,Released,"In the blink of an eye, the terror begins.",Lifeforce,6.2,135
0,"Drama, Thriller",19052,en,1.21,Unknown,1999-11-04,0,99,Released,,Light It Up,6.6,7
5000000,"Crime, Drama",36351,en,6.06,"Carolco Pictures, Fine Line Features, Live Entertainment, Seven Arts",1992-08-21,0,103,Released,He was a good man in a deadly business. She was his only way out.,Light Sleeper,5.7,15
4900000,"Horror, Thriller",345911,en,48.17,"Atomic Monster, Matter Productions, New Line Productions",2016-07-21,44107032,81,Released,,Lights Out,6.3,1129
250000,"Drama, Romance",60420,en,21.83,"Andrea Sperling Productions, Ascension Productions, Indian Paintbrush, Paramount Vantage, Super Crispy Entertainment",2011-10-28,3542353,90,Released,I Want You. I Need You. I Love You. I Miss You.,Like Crazy,6.4,381
30000000,"Comedy, Drama, Family, Fantasy",21972,en,5.74,"Heller Highwater Productions, Josephson Entertainment, Like Mike Productions, NBA Entertainment, Twentieth Century Fox Film Corporation",2002-07-03,0,99,Released,"Think like Mike, Achieve like Mike, Be Like Mike.",Like Mike,5.7,100
80000000,"Animation, Family",11544,en,55.66,"Walt Disney Feature Animation, Walt Disney Pictures",2002-06-21,145771527,85,Released,He's coming to our galaxy.,Lilo & Stitch,7.1,1314
0,"Crime, Drama",12093,sv,7.76,"Det Danske Filminstitut, Film i Väst, Memfis Film",2002-08-23,0,109,Released,,Lilya 4-ever,7.7,139
8000000,"Adventure, Drama, Thriller",62676,en,0.03,Unknown,1999-06-04,1997807,126,Released,The Only Thing More Dangerous Than Death... Is Survival.,Limbo,7.0,17
65000000,"Drama, History",72976,en,36.31,"Amblin Entertainment, DreamWorks, Dune Entertainment, Participant Media, Reliance Entertainment, The Kennedy/Marshall Company, Twentieth Century Fox Film Corporation",2012-11-09,275293450,149,Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",Lincoln,6.7,1429
35000000,"Action, History, War",26843,en,2.86,Falcon International Productions,1981-04-17,0,173,Released,He was a man of honor in a war without any.,Lion of the Desert,7.4,34
35000000,"Action, Adventure, Drama, History",4515,en,9.79,"Andell Entertainment, Brat Na Pont Productions, Cruise/Wagner Productions, Metro-Goldwyn-Mayer (MGM), United Artists, Wildwood Enterprises",2007-10-22,63215872,92,Released,"If you don't STAND for something, you might FALL for anything.",Lions for Lambs,6.0,216
0,"Drama, Science Fiction, Thriller",331592,en,2.41,"Listen Film, Young Medium",2015-09-11,0,100,Released,Hide your thoughts.,Listening,5.5,31
0,Comedy,40963,en,0.09,Fly High Films,2006-01-01,0,0,Rumored,,Little Big Top,10.0,1
35000000,"Comedy, Drama, Romance",14846,en,6.25,"Blue Star Pictures, Revolution Studios",2004-08-06,22034832,111,Released,Have you ever been tempted to look inside his...,Little Black Book,5.2,112
20000000,"Comedy, Drama, War",256962,en,12.23,"Metanoia Films, Santa Fé Films",2015-04-23,6420319,106,Released,Believe the impossible.,Little Boy,7.0,185
26000000,"Drama, Romance",1440,en,11.94,"Bona Fide Productions, New Line Cinema, Standard Film Company",2006-10-06,14821658,136,Released,,Little Children,6.9,240
100000000,"Comedy, Romance",39451,en,32.39,"Dreamworks Pictures, Everyman Pictures, Paramount Pictures, Relativity Media, Tribeca Productions, Universal Pictures",2010-12-21,310650585,98,Released,"Kids bring everyone closer, right?",Little Fockers,5.4,1060
64000000,"Comedy, Crime",9072,en,12.42,"Revolution Studios, Wayans Bros. Entertainment",2006-08-31,101595121,98,Released,Big things come in small packages,Little Man,5.3,261
8000000,"Comedy, Drama",773,en,14.79,"Big Beach Films, Bona Fide Productions, Fox Searchlight Pictures",2006-07-26,100523181,102,Released,A family on the verge of a breakdown,Little Miss Sunshine,7.5,1686
